sheet,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
Year 2009-2010,514471,20784,RED RETRO BAR STOOL,1,2010-07-02 13:25:00,35.95,12748.0,United Kingdom
Year 2009-2010,514505,84270,ASSTD DESIGN BUBBLE GUM RING,30,2010-07-04 11:40:00,0.21,17201.0,United Kingdom
Year 2009-2010,514505,22386,JUMBO BAG PINK WITH WHITE SPOTS,6,2010-07-04 11:40:00,1.95,17201.0,United Kingdom
Year 2009-2010,514516,70006,LOVE HEART POCKET WARMER,2,2010-07-04 14:27:00,1.65,17406.0,United Kingdom
Year 2009-2010,514665,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-07-05 13:04:00,2.95,16110.0,United Kingdom
Year 2009-2010,514677,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2,2010-07-05 13:37:00,9.95,12953.0,United Kingdom
Year 2009-2010,514682,84818,DANISH ROSE PHOTO FRAME,6,2010-07-05 13:56:00,2.55,12693.0,Germany
Year 2009-2010,514728,84946,ANTIQUE SILVER TEA GLASS ETCHED,10,2010-07-06 09:51:00,2.51,,United Kingdom
Year 2009-2010,514734,21733,RED HANGING HEART T-LIGHT HOLDER,32,2010-07-06 09:58:00,2.55,14679.0,United Kingdom
Year 2009-2010,514807,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2010-07-06 11:29:00,1.95,12835.0,United Kingdom
Year 2009-2010,514812,21611,SET OF 12 LILY BOTANICAL T-LIGHTS,2,2010-07-06 12:01:00,2.95,17377.0,United Kingdom
Year 2009-2010,514839,21259,VICTORIAN SEWING BOX SMALL ,8,2010-07-06 14:46:00,5.95,16126.0,United Kingdom
Year 2009-2010,514931,DOT,DOTCOM POSTAGE,1,2010-07-07 11:21:00,60.21,,United Kingdom
Year 2009-2010,C515011,21541,DINOSAURS WATER TRANSFER TATTOOS ,-15,2010-07-07 16:10:00,0.85,,United Kingdom
Year 2009-2010,515016,85150,LADIES & GENTLEMEN METAL SIGN,1,2010-07-07 17:25:00,2.55,13677.0,United Kingdom
Year 2009-2010,515016,20961,STRAWBERRY BATH SPONGE ,2,2010-07-07 17:26:00,1.25,13677.0,United Kingdom
Year 2009-2010,515022,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2010-07-08 10:00:00,2.55,13117.0,United Kingdom
Year 2009-2010,C515092,21843,RED RETROSPOT CAKE STAND,-6,2010-07-08 11:31:00,10.95,14299.0,United Kingdom
Year 2009-2010,515107,20828,GLITTER BUTTERFLY CLIPS,6,2010-07-08 12:19:00,2.55,14621.0,United Kingdom
Year 2009-2010,515166,16237,SLEEPING CAT ERASERS,5,2010-07-08 16:12:00,0.21,17920.0,United Kingdom
Year 2009-2010,515184,21172,PARTY METAL SIGN ,12,2010-07-09 09:03:00,1.45,12839.0,United Kingdom
Year 2009-2010,515305,21323,HANGING MEDINA LANTERN LARGE,3,2010-07-09 15:48:00,4.25,14911.0,EIRE
Year 2009-2010,515313,84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,1,2010-07-11 10:28:00,12.75,15164.0,United Kingdom
Year 2009-2010,515316,21590,KINGS CHOICE CIGAR BOX MATCHES ,3,2010-07-11 11:02:00,1.25,16693.0,United Kingdom
Year 2009-2010,515316,22090,PAPER BUNTING RETRO SPOTS,3,2010-07-11 11:02:00,2.95,16693.0,United Kingdom
Year 2009-2010,515332,84968A,S/16 VINTAGE ROSE CUTLERY,2,2010-07-11 14:06:00,12.75,13047.0,United Kingdom
Year 2009-2010,515345,22384,LUNCH BAG PINK RETROSPOT,3,2010-07-12 10:23:00,1.65,14672.0,United Kingdom
Year 2009-2010,515355,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,72,2010-07-12 10:58:00,1.69,15369.0,United Kingdom
Year 2009-2010,515421,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2010-07-12 13:15:00,1.95,17241.0,United Kingdom
Year 2009-2010,515511,35004P,SET OF 3 PINK FLYING DUCKS,3,2010-07-13 11:57:00,5.45,14590.0,United Kingdom
Year 2009-2010,515624,22064,PINK DOUGHNUT TRINKET POT ,12,2010-07-14 10:08:00,1.65,16320.0,Unspecified
Year 2009-2010,515690,85065,CREAM SWEETHEART TRAYS,10,2010-07-14 12:07:00,9.95,,EIRE
Year 2009-2010,515743,20728,LUNCH BAG CARS BLUE,10,2010-07-14 13:04:00,1.65,13824.0,United Kingdom
Year 2009-2010,515763,22072,RED RETROSPOT TEA CUP AND SAUCER ,1,2010-07-14 13:55:00,3.75,14606.0,United Kingdom
Year 2009-2010,515768,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,1,2010-07-14 14:30:00,4.25,18096.0,United Kingdom
Year 2009-2010,515773,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2010-07-14 14:51:00,1.95,16161.0,United Kingdom
Year 2009-2010,515814,21123,SET/10 IVORY SPOTTY PARTY CANDLES,24,2010-07-15 09:02:00,1.25,17145.0,United Kingdom
Year 2009-2010,515830,22491,PACK OF 12 COLOURED PENCILS,12,2010-07-15 11:10:00,0.85,15530.0,United Kingdom
Year 2009-2010,515884,22345,PARTY PIZZA DISH BLUE RETROSPOT,6,2010-07-15 12:00:00,0.85,16435.0,United Kingdom
Year 2009-2010,515944,21523,DOORMAT FANCY FONT HOME SWEET HOME,300,2010-07-15 15:29:00,4.58,18102.0,United Kingdom
Year 2009-2010,515955,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,2010-07-15 19:55:00,1.45,14514.0,United Kingdom
Year 2009-2010,515957,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,2010-07-15 20:05:00,2.95,17921.0,United Kingdom
Year 2009-2010,C515972,22199,FRYING PAN RED POLKADOT ,-264,2010-07-16 07:54:00,3.75,14156.0,EIRE
Year 2009-2010,C515993,21843,RED RETROSPOT CAKE STAND,-1,2010-07-16 08:28:00,10.95,15841.0,United Kingdom
Year 2009-2010,516012,20718,RED SPOTTY SHOPPER BAG,20,2010-07-16 09:51:00,1.25,17001.0,United Kingdom
Year 2009-2010,516110,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2010-07-16 13:17:00,5.45,13211.0,United Kingdom
Year 2009-2010,516119,22627,MINT KITCHEN SCALES,2,2010-07-16 14:41:00,8.5,14156.0,EIRE
Year 2009-2010,516183,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,2010-07-18 15:39:00,1.25,15306.0,United Kingdom
Year 2009-2010,516197,20979,36 PENCILS TUBE RED SPOTTY,1,2010-07-19 10:31:00,2.51,,United Kingdom
Year 2009-2010,A516228,B,Adjust bad debt,1,2010-07-19 11:24:00,-44031.79,,United Kingdom
Year 2009-2010,516328,21397,BLUE  SPOTTY EGG CUP ,6,2010-07-19 16:02:00,1.25,17090.0,United Kingdom
Year 2009-2010,516328,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2010-07-19 16:02:00,1.25,17090.0,United Kingdom
Year 2009-2010,516340,21900,"KEY FOB , SHED",24,2010-07-20 09:34:00,0.65,14825.0,United Kingdom
Year 2009-2010,C516606,84927D,LA PALMIERA TILE HOOK,-1,2010-07-21 14:30:00,2.1,14766.0,United Kingdom
Year 2009-2010,516609,22271,FELTCRAFT DOLL ROSIE,1,2010-07-21 14:39:00,2.95,17338.0,United Kingdom
Year 2009-2010,C516612,BANK CHARGES,Bank Charges,-1,2010-07-21 14:45:00,165.84,,United Kingdom
Year 2009-2010,516775,22024,RAINY LADIES BIRTHDAY CARD,72,2010-07-22 19:23:00,0.36,15061.0,United Kingdom
Year 2009-2010,516879,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2010-07-23 13:42:00,4.95,16699.0,United Kingdom
Year 2009-2010,516880,35914,PINK CHICK EGG WARMER + EGG CUP,1,2010-07-23 13:43:00,2.1,15862.0,United Kingdom
Year 2009-2010,516906,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2010-07-25 10:52:00,9.95,16539.0,United Kingdom
Year 2009-2010,516944,21244,BLUE  SPOTTY PLATE ,8,2010-07-25 14:57:00,1.69,15260.0,United Kingdom
Year 2009-2010,516956,20727,LUNCH BAG  BLACK SKULL.,1,2010-07-25 15:44:00,1.65,13148.0,United Kingdom
Year 2009-2010,516970,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-07-26 10:09:00,1.25,18231.0,United Kingdom
Year 2009-2010,517050,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,2010-07-26 12:29:00,2.95,18231.0,United Kingdom
Year 2009-2010,517053,21238,RED SPOTTY CUP,8,2010-07-26 12:36:00,0.85,14115.0,United Kingdom
Year 2009-2010,517060,84375,SET OF 20 KIDS COOKIE CUTTERS,24,2010-07-26 13:35:00,1.95,16553.0,United Kingdom
Year 2009-2010,517120,22588,CARD HOLDER GINGHAM HEART,6,2010-07-27 09:05:00,2.55,15142.0,United Kingdom
Year 2009-2010,517230,22198,LARGE POPCORN HOLDER ,24,2010-07-27 13:27:00,1.65,15298.0,United Kingdom
Year 2009-2010,517230,20723,STRAWBERRY CHARLOTTE BAG,10,2010-07-27 13:27:00,0.85,15298.0,United Kingdom
Year 2009-2010,517267,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,24,2010-07-28 09:21:00,2.55,13552.0,United Kingdom
Year 2009-2010,517333,21249,WOODLAND  HEIGHT CHART STICKERS ,6,2010-07-28 13:05:00,2.95,12656.0,France
Year 2009-2010,517357,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-07-28 15:39:00,7.95,16206.0,United Kingdom
Year 2009-2010,517400,85049G,CHOCOLATE BOX RIBBONS ,12,2010-07-29 10:20:00,1.25,15358.0,United Kingdom
Year 2009-2010,517402,40018F,CHERRY DESIGN PAPERLANTERNS,1,2010-07-29 10:43:00,4.21,,United Kingdom
Year 2009-2010,517474,22077,6 RIBBONS RUSTIC CHARM,12,2010-07-29 12:03:00,1.65,12609.0,Germany
Year 2009-2010,517514,22024,RAINY LADIES BIRTHDAY CARD,24,2010-07-29 13:36:00,0.42,13584.0,United Kingdom
Year 2009-2010,517555,22564,ALPHABET STENCIL CRAFT,2,2010-07-29 19:18:00,1.25,15998.0,United Kingdom
Year 2009-2010,C517572,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-4,2010-07-30 09:37:00,1.49,15298.0,United Kingdom
Year 2009-2010,517739,85008,SET OF 3 CONEY ISLAND OVAL BOXES,1,2010-08-01 14:40:00,4.95,13474.0,United Kingdom
Year 2009-2010,517746,22423,REGENCY CAKESTAND 3 TIER,3,2010-08-02 09:14:00,12.75,17049.0,United Kingdom
Year 2009-2010,517761,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2010-08-02 11:07:00,7.95,13888.0,United Kingdom
Year 2009-2010,517793,21361,LOVE LARGE WOOD LETTERS ,2,2010-08-02 11:33:00,12.75,13888.0,United Kingdom
Year 2009-2010,517860,21687,SILVER PLATE CANDLE BOWL LARGE,4,2010-08-02 14:03:00,3.75,12857.0,United Kingdom
Year 2009-2010,517906,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-08-03 09:53:00,2.95,15081.0,United Kingdom
Year 2009-2010,517946,21669,BLUE STRIPE CERAMIC DRAWER KNOB,4,2010-08-03 11:32:00,1.25,17673.0,United Kingdom
Year 2009-2010,517970,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-08-03 13:12:00,0.55,17665.0,United Kingdom
Year 2009-2010,517985,22380,TOY TIDY SPACEBOY  ,2,2010-08-03 15:14:00,2.1,17238.0,United Kingdom
Year 2009-2010,517989,gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,1,2010-08-03 15:29:00,25.53,,United Kingdom
Year 2009-2010,C518044,D,Discount,-1,2010-08-04 11:33:00,47.97,18277.0,United Kingdom
Year 2009-2010,518056,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,2010-08-04 11:48:00,1.95,15750.0,United Kingdom
Year 2009-2010,518067,84849B,FAIRY SOAP SOAP HOLDER,12,2010-08-04 12:54:00,1.69,15817.0,United Kingdom
Year 2009-2010,518138,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,2010-08-04 15:48:00,17.02,,United Kingdom
Year 2009-2010,518150,85152,HAND OVER THE CHOCOLATE   SIGN ,4,2010-08-04 17:39:00,2.1,13571.0,United Kingdom
Year 2009-2010,518154,20675,BLUE SPOTTY BOWL,8,2010-08-05 09:28:00,1.25,14256.0,United Kingdom
Year 2009-2010,518158,22570,FELTCRAFT CUSHION RABBIT,12,2010-08-05 10:18:00,3.75,14129.0,United Kingdom
Year 2009-2010,518201,22271,FELTCRAFT DOLL ROSIE,6,2010-08-05 11:30:00,2.95,17156.0,United Kingdom
Year 2009-2010,518220,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,2010-08-05 13:31:00,1.25,14049.0,United Kingdom
Year 2009-2010,518227,48187,DOORMAT NEW ENGLAND,1,2010-08-05 14:57:00,7.49,15271.0,United Kingdom
Year 2009-2010,518266,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2010-08-05 19:05:00,4.65,13140.0,United Kingdom
Year 2009-2010,518269,22652,TRAVEL SEWING KIT,1,2010-08-05 19:22:00,1.65,16395.0,United Kingdom
Year 2009-2010,518272,22593,CHRISTMAS GINGHAM STAR,12,2010-08-06 09:18:00,0.85,18154.0,United Kingdom
Year 2009-2010,518348,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2010-08-06 14:15:00,1.25,17646.0,United Kingdom
Year 2009-2010,C518372,22523,CHILDS GARDEN FORK PINK,-1,2010-08-08 10:40:00,0.85,15580.0,United Kingdom
Year 2009-2010,518387,22306,SILVER MUG BONE CHINA TREE OF LIFE,6,2010-08-08 12:16:00,1.95,13857.0,United Kingdom
Year 2009-2010,518389,35400,WOODEN BOX ADVENT CALENDAR ,2,2010-08-08 12:21:00,8.95,15280.0,United Kingdom
Year 2009-2010,518401,21625,VINTAGE UNION JACK APRON,3,2010-08-08 13:07:00,6.95,13059.0,United Kingdom
Year 2009-2010,518481,21827,EIGHT PIECE CREEPY CRAWLIE SET,1,2010-08-09 12:22:00,1.25,17841.0,United Kingdom
Year 2009-2010,518487,gift_0001_90,nan,10,2010-08-09 12:28:00,0.0,,United Kingdom
Year 2009-2010,518488,gift_0001_80,nan,10,2010-08-09 12:29:00,0.0,,United Kingdom
Year 2009-2010,518489,gift_0001_70,nan,10,2010-08-09 12:29:00,0.0,,United Kingdom
Year 2009-2010,518490,gift_0001_60,nan,10,2010-08-09 12:29:00,0.0,,United Kingdom
Year 2009-2010,518491,gift_0001_50,nan,10,2010-08-09 12:29:00,0.0,,United Kingdom
Year 2009-2010,518492,gift_0001_40,nan,10,2010-08-09 12:30:00,0.0,,United Kingdom
Year 2009-2010,518496,gift_0001_10,nan,10,2010-08-09 12:31:00,0.0,,United Kingdom
Year 2009-2010,518497,C2,CARRIAGE,1,2010-08-09 12:35:00,50.0,14911.0,EIRE
Year 2009-2010,518500,22294,HEART FILIGREE DOVE  SMALL,6,2010-08-09 12:51:00,1.25,17137.0,United Kingdom
Year 2009-2010,518579,gift_0001_40,Dotcomgiftshop Gift Voucher £40.00,1,2010-08-10 12:08:00,31.35,,United Kingdom
Year 2009-2010,518653,85141,JARDIN ETCHED GLASS FRUITBOWL,1,2010-08-10 13:32:00,10.75,16221.0,United Kingdom
Year 2009-2010,518664,47566,PARTY BUNTING,4,2010-08-10 14:31:00,8.47,,United Kingdom
Year 2009-2010,518769,21936,RED RETROSPOT PICNIC BAG,1,2010-08-11 15:13:00,2.95,14736.0,United Kingdom
Year 2009-2010,518774,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,2010-08-11 15:40:00,17.02,,United Kingdom
Year 2009-2010,518785,C3,nan,-4999,2010-08-11 16:55:00,0.0,,United Kingdom
Year 2009-2010,518787,21519,GIN & TONIC DIET GREETING CARD ,12,2010-08-12 08:54:00,0.42,13089.0,United Kingdom
Year 2009-2010,518787,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2010-08-12 08:54:00,6.75,13089.0,United Kingdom
Year 2009-2010,518792,72131,COLUMBIAN CANDLE RECTANGLE,96,2010-08-12 10:00:00,0.38,13694.0,United Kingdom
Year 2009-2010,518798,21867,PINK UNION JACK  LUGGAGE TAG,12,2010-08-12 10:12:00,1.25,16650.0,United Kingdom
Year 2009-2010,518847,15044A,PINK PAPER PARASOL ,4,2010-08-12 11:47:00,2.95,13668.0,United Kingdom
Year 2009-2010,518894,20914,SET/5 RED SPOTTY LID GLASS BOWLS,2,2010-08-12 13:24:00,2.95,12835.0,United Kingdom
Year 2009-2010,519027,DOT,DOTCOM POSTAGE,1,2010-08-13 10:00:00,143.09,,United Kingdom
Year 2009-2010,519122,21790,VINTAGE SNAP CARDS,8,2010-08-13 12:11:00,0.85,17913.0,United Kingdom
Year 2009-2010,519198,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,2010-08-15 10:28:00,1.65,16104.0,United Kingdom
Year 2009-2010,519200,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,12,2010-08-15 10:32:00,1.25,16153.0,United Kingdom
Year 2009-2010,519236,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2010-08-15 13:23:00,6.35,14051.0,United Kingdom
Year 2009-2010,519252,22742,MAKE YOUR OWN PLAYTIME CARD KIT,1,2010-08-15 15:26:00,2.95,17841.0,United Kingdom
Year 2009-2010,519256,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,2010-08-15 15:42:00,0.42,17841.0,United Kingdom
Year 2009-2010,519380,21239,PINK  SPOTTY CUP,16,2010-08-16 13:36:00,0.85,12921.0,United Kingdom
Year 2009-2010,C519383,84406B,CREAM CUPID HEARTS COAT HANGER,-1,2010-08-16 14:10:00,3.25,18109.0,United Kingdom
Year 2009-2010,519399,22619,SET OF 6 SOLDIER SKITTLES,2,2010-08-16 16:48:00,3.75,13001.0,United Kingdom
Year 2009-2010,519401,35241,ENAMEL BLUE RIM BISCUIT BIN,3,2010-08-16 16:54:00,4.95,13564.0,United Kingdom
Year 2009-2010,519484,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,2010-08-17 13:30:00,2.95,16221.0,United Kingdom
Year 2009-2010,519497,22376,AIRLINE BAG VINTAGE JET SET WHITE,2,2010-08-17 14:09:00,6.35,14047.0,United Kingdom
Year 2009-2010,519497,22045,SPACEBOY GIFT WRAP,25,2010-08-17 14:09:00,0.42,14047.0,United Kingdom
Year 2009-2010,519564,21590,KINGS CHOICE CIGAR BOX MATCHES ,24,2010-08-18 11:38:00,1.25,15310.0,United Kingdom
Year 2009-2010,519658,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2010-08-19 11:32:00,2.1,16225.0,United Kingdom
Year 2009-2010,519680,22556,PLASTERS IN TIN CIRCUS PARADE ,3,2010-08-19 12:38:00,1.65,15506.0,United Kingdom
Year 2009-2010,519692,22598,CHRISTMAS MUSICAL ZINC TREE,10,2010-08-19 13:48:00,0.85,17222.0,United Kingdom
Year 2009-2010,519730,85049E,SCANDINAVIAN REDS RIBBONS,1,2010-08-19 19:39:00,1.25,16549.0,United Kingdom
Year 2009-2010,519733,21154,RED SPOTTY OVEN GLOVE ,10,2010-08-20 08:21:00,1.25,12519.0,Germany
Year 2009-2010,519792,21973,SET OF 36 MUSHROOM PAPER DOILIES,12,2010-08-20 12:20:00,1.45,12865.0,Austria
Year 2009-2010,519805,20985,HEART CALCULATOR,12,2010-08-20 12:31:00,1.25,15124.0,United Kingdom
Year 2009-2010,519817,85063,CREAM SWEETHEART MAGAZINE RACK,1,2010-08-20 13:41:00,16.95,14243.0,United Kingdom
Year 2009-2010,519881,21698,MOCK LOBSTER FRIDGE MAGNET,24,2010-08-22 11:28:00,0.85,16275.0,United Kingdom
Year 2009-2010,519909,22296,HEART IVORY TRELLIS LARGE,12,2010-08-22 13:45:00,1.65,16456.0,United Kingdom
Year 2009-2010,519919,48138,DOORMAT UNION FLAG,2,2010-08-22 14:54:00,7.49,14767.0,United Kingdom
Year 2009-2010,519933,82582,AREA PATROLLED METAL SIGN,2,2010-08-22 16:07:00,2.1,16409.0,United Kingdom
Year 2009-2010,520081,22335,HEART DECORATION PAINTED ZINC ,24,2010-08-24 10:39:00,0.65,15222.0,United Kingdom
Year 2009-2010,520169,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2010-08-24 13:01:00,4.25,17649.0,United Kingdom
Year 2009-2010,520179,20681,PINK SPOTTY CHILDS UMBRELLA,3,2010-08-24 13:46:00,3.25,16550.0,United Kingdom
Year 2009-2010,C520298,22656,VINTAGE BLUE KITCHEN CABINET,-1,2010-08-25 11:35:00,295.0,16985.0,United Kingdom
Year 2009-2010,C520329,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-08-25 12:25:00,2.55,16779.0,United Kingdom
Year 2009-2010,520361,22643,SET OF 4 NAPKIN CHARMS LEAVES   ,1,2010-08-25 13:44:00,2.55,13548.0,United Kingdom
Year 2009-2010,520361,22080,RIBBON REEL SPOTS DESIGN ,1,2010-08-25 13:44:00,1.65,13548.0,United Kingdom
Year 2009-2010,520363,84905,PINK BUTTERFLY CUSHION COVER ,1,2010-08-25 14:04:00,5.06,,United Kingdom
Year 2009-2010,520484,22168,ORGANISER WOOD ANTIQUE WHITE ,2,2010-08-26 11:43:00,8.5,14930.0,Channel Islands
Year 2009-2010,520561,22628,PICNIC BOXES SET OF 3 RETROSPOT ,2,2010-08-26 16:46:00,4.95,14769.0,United Kingdom
Year 2009-2010,520602,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-08-27 11:57:00,0.95,14499.0,United Kingdom
Year 2009-2010,520665,79000,MOROCCAN TEA GLASS,12,2010-08-27 13:05:00,0.85,13206.0,United Kingdom
Year 2009-2010,C520667,BANK CHARGES,Bank Charges,-1,2010-08-27 13:42:00,18910.69,,United Kingdom
Year 2009-2010,520678,21839,MUMMY MOUSE RED GINGHAM RIBBON,1,2010-08-27 14:52:00,5.45,15271.0,United Kingdom
Year 2009-2010,520680,84247E,PACK/12 XMAS FUN CARD,6,2010-08-27 15:14:00,2.95,15480.0,Malta
Year 2009-2010,520681,20677,PINK SPOTTY BOWL,1,2010-08-27 15:28:00,0.0,,United Kingdom
Year 2009-2010,520698,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-08-29 11:15:00,2.95,15465.0,United Kingdom
Year 2009-2010,520701,85099F,JUMBO BAG STRAWBERRY,1,2010-08-29 11:38:00,1.95,15058.0,United Kingdom
Year 2009-2010,C520735,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-1,2010-08-31 09:30:00,4.65,,United Kingdom
Year 2009-2010,520746,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3,2010-08-31 10:52:00,5.95,14911.0,EIRE
Year 2009-2010,520824,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,2010-08-31 12:30:00,17.02,,United Kingdom
Year 2009-2010,520856,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-08-31 13:26:00,3.25,16458.0,United Kingdom
Year 2009-2010,520877,79192A,RETRO PLASTIC 70'S TRAY,1,2010-08-31 15:28:00,1.25,17346.0,United Kingdom
Year 2009-2010,520885,48185,DOORMAT FAIRY CAKE,2,2010-08-31 16:21:00,7.95,14040.0,United Kingdom
Year 2009-2010,520894,20726,LUNCH BAG WOODLAND,1,2010-08-31 17:31:00,1.65,16549.0,United Kingdom
Year 2009-2010,C520995,20725,LUNCH BAG RED SPOTTY,-1,2010-09-01 13:35:00,1.65,13093.0,United Kingdom
Year 2009-2010,521116,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2010-09-02 11:34:00,0.42,17695.0,United Kingdom
Year 2009-2010,521193,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,6,2010-09-02 16:55:00,2.95,13414.0,United Kingdom
Year 2009-2010,521226,16161P,WRAP ENGLISH ROSE ,25,2010-09-03 10:49:00,0.42,16719.0,United Kingdom
Year 2009-2010,521365,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2010-09-05 10:44:00,2.95,14911.0,EIRE
Year 2009-2010,521368,20685,DOORMAT RED SPOT,10,2010-09-05 11:13:00,6.35,15981.0,United Kingdom
Year 2009-2010,521379,22426,ENAMEL WASH BOWL CREAM,1,2010-09-05 12:22:00,3.75,17757.0,United Kingdom
Year 2009-2010,521392,21241,GREEN SPOTTY CUP,8,2010-09-05 14:40:00,0.85,16170.0,United Kingdom
Year 2009-2010,521397,35095A,BLUE VICTORIAN FABRIC OVAL BOX,6,2010-09-05 16:02:00,0.42,16549.0,United Kingdom
Year 2009-2010,521653,85152,HAND OVER THE CHOCOLATE   SIGN ,4,2010-09-07 13:52:00,2.1,13571.0,United Kingdom
Year 2009-2010,521653,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2010-09-07 13:52:00,2.95,13571.0,United Kingdom
Year 2009-2010,521737,21915,RED  HARMONICA IN BOX ,12,2010-09-08 11:33:00,1.25,15141.0,United Kingdom
Year 2009-2010,521816,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,2010-09-08 15:30:00,4.95,15555.0,United Kingdom
Year 2009-2010,521869,21448,12 DAISY PEGS IN WOOD BOX,12,2010-09-09 11:12:00,1.65,17612.0,United Kingdom
Year 2009-2010,521893,22625,RED KITCHEN SCALES,2,2010-09-09 12:14:00,8.5,13305.0,United Kingdom
Year 2009-2010,521932,85099B,JUMBO BAG RED RETROSPOT,1,2010-09-09 15:49:00,4.21,,United Kingdom
Year 2009-2010,521949,21819,GLITTER CHRISTMAS STAR ,12,2010-09-09 17:16:00,0.85,15150.0,United Kingdom
Year 2009-2010,C521965,22617,BAKING SET SPACEBOY DESIGN,-1,2010-09-09 18:25:00,4.95,15981.0,United Kingdom
Year 2009-2010,521969,20943,SET/6 GINGERBREAD STAR T-LIGHTS,12,2010-09-09 19:03:00,1.25,17473.0,United Kingdom
Year 2009-2010,C521998,20971,PINK BLUE FELT CRAFT TRINKET BOX,-12,2010-09-10 11:07:00,1.25,12921.0,United Kingdom
Year 2009-2010,522048,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-09-10 14:12:00,0.55,13330.0,United Kingdom
Year 2009-2010,522078,16049,TEATIME GEL PENS ASST,36,2010-09-12 11:29:00,0.42,16206.0,United Kingdom
Year 2009-2010,522098,22179,SET 10 LIGHTS NIGHT OWL,4,2010-09-12 13:51:00,6.75,16320.0,Unspecified
Year 2009-2010,522111,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-09-12 15:21:00,0.95,14243.0,United Kingdom
Year 2009-2010,522117,22359,GLASS JAR KINGS CHOICE,1,2010-09-12 16:17:00,2.95,15800.0,United Kingdom
Year 2009-2010,522286,22694,WICKER STAR ,5,2010-09-13 13:42:00,2.1,14467.0,United Kingdom
Year 2009-2010,522439,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2010-09-14 14:14:00,1.25,15240.0,United Kingdom
Year 2009-2010,522443,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,2,2010-09-14 14:30:00,0.85,15998.0,United Kingdom
Year 2009-2010,522501,22424,ENAMEL BREAD BIN CREAM,5,2010-09-15 11:07:00,12.75,15039.0,United Kingdom
Year 2009-2010,522591,22294,HEART FILIGREE DOVE  SMALL,24,2010-09-15 12:53:00,1.25,16940.0,United Kingdom
Year 2009-2010,C522616,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,-64,2010-09-15 14:51:00,0.85,15372.0,United Kingdom
Year 2009-2010,522619,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,2010-09-15 15:08:00,0.85,16395.0,United Kingdom
